description,polarity,subjectivity,polarity2,subjectivity2
"[('recent', 'internal', 'survey'), ('internal', 'survey', 'obtained'), ('survey', 'obtained', 'crosscut'), ('obtained', 'crosscut', 'com'), ('crosscut', 'com', 'depicts'), ('com', 'depicts', 'toxic'), ('depicts', 'toxic', 'culture'), ('toxic', 'culture', 'low'), ('culture', 'low', 'morale'), ('low', 'morale', 'within')]",0.0,0.19166666666666668,neutral,objective
"[('29', 'year', 'old'), ('year', 'old', 'man'), ('old', 'man', 'custody'), ('man', 'custody', 'three'), ('custody', 'three', 'people'), ('three', 'people', 'stabbed'), ('people', 'stabbed', 'olive'), ('stabbed', 'olive', 'way'), ('olive', 'way', 'downtown'), ('way', 'downtown', 'according')]",0.10000000000000002,0.20000000000000004,positive,objective
"[('chaotic', 'violent', 'hour'), ('violent', 'hour', 'weekend'), ('hour', 'weekend', 'woman'), ('weekend', 'woman', 'fatally'), ('woman', 'fatally', 'stabbed'), ('fatally', 'stabbed', 'two'), ('stabbed', 'two', 'men'), ('two', 'men', 'shot'), ('men', 'shot', 'stretched')]",-0.55,0.6666666666666666,negative,subjective
"[('brendan', 'kolding', 'violated'), ('kolding', 'violated', 'multiple'), ('violated', 'multiple', 'policy'), ('multiple', 'policy', 'city'), ('policy', 'city', 'personnel'), ('city', 'personnel', 'rule'), ('personnel', 'rule', 'workplace'), ('rule', 'workplace', 'harassment'), ('workplace', 'harassment', 'sending'), ('harassment', 'sending', 'insulting'), ('sending', 'insulting', 'letter')]",-0.4,0.4,negative,objective
"[('many', 'theory', 'losing'), ('theory', 'losing', 'significant'), ('losing', 'significant', 'rate'), ('significant', 'rate', 'despite'), ('rate', 'despite', 'considerable'), ('despite', 'considerable', 'recruitment'), ('considerable', 'recruitment', 'effort')]",0.275,0.6392857142857143,positive,subjective
"[('asked', 'king', 'county'), ('king', 'county', 'sheriff'), ('county', 'sheriff', 'investigate'), ('sheriff', 'investigate', 'incident'), ('investigate', 'incident', 'second'), ('incident', 'second', 'puget')]",0.0,0.0,neutral,objective
"[('community', 'commission', 'trying'), ('commission', 'trying', 'something'), ('trying', 'something', 'new'), ('something', 'new', 'ease'), ('new', 'ease', 'tension'), ('ease', 'tension', 'within'), ('tension', 'within', 'commission'), ('within', 'commission', 'created')]",0.13636363636363635,0.45454545454545453,positive,objective
"[('inquest', 'fatal', 'charleena'), ('fatal', 'charleena', 'lyles'), ('charleena', 'lyles', 'ordered'), ('lyles', 'ordered', 'king'), ('ordered', 'king', 'county'), ('king', 'county', 'executive'), ('county', 'executive', 'dow'), ('executive', 'dow', 'constantine'), ('dow', 'constantine', 'tuesday'), ('constantine', 'tuesday', 'pd')]",0.0,0.0,neutral,objective
"[('time', 'confirmed', 'reed'), ('confirmed', 'reed', 'suspended'), ('reed', 'suspended', 'incident'), ('suspended', 'incident', 'occurred'), ('incident', 'occurred', 'april'), ('occurred', 'april', '27'), ('april', '27', '2017'), ('27', '2017', 'reed'), ('2017', 'reed', 'investigated'), ('reed', 'investigated', 'bellevue')]",0.4,1.0,positive,subjective
"[('paul', 'mcdonagh', 'time'), ('mcdonagh', 'time', 'naming'), ('time', 'naming', 'men'), ('naming', 'men', 'yet'), ('men', 'yet', 'charged')]",0.0,0.0,neutral,objective
"[('solomon', 'crime', 'prevention'), ('crime', 'prevention', 'coordinator'), ('prevention', 'coordinator', 'critical'), ('coordinator', 'critical', 'crossroad'), ('critical', 'crossroad', 'district'), ('crossroad', 'district', '2'), ('district', '2', 'need'), ('2', 'need', 'mark'), ('need', 'mark', 'solomon')]",0.0,0.8000000000000002,neutral,subjective
"[('renton', 'one', 'agency'), ('one', 'agency', 'expanded'), ('agency', 'expanded', 'use'), ('expanded', 'use', 'drone'), ('use', 'drone', 'renton'), ('drone', 'renton', 'us'), ('renton', 'us', 'autel'), ('us', 'autel', 'robotics'), ('autel', 'robotics', 'evo'), ('robotics', 'evo', 'model'), ('evo', 'model', 'based'), ('model', 'based', 'company')]",0.0,0.0,neutral,objective
"[('staffing', 'stretched', 'thin'), ('stretched', 'thin', 'many'), ('thin', 'many', 'time'), ('many', 'time', 'across'), ('time', 'across', 'various'), ('across', 'various', 'precinct'), ('various', 'precinct', 'respond'), ('precinct', 'respond', 'priority'), ('respond', 'priority', 'call')]",0.018181818181818177,0.5045454545454546,negative,subjective
"[('tempe', 'congregated', 'around'), ('congregated', 'around', 'spot'), ('around', 'spot', 'coffee'), ('spot', 'coffee', 'handed'), ('coffee', 'handed', 'starbucks'), ('handed', 'starbucks', 'spokesman'), ('starbucks', 'spokesman', 'reggie'), ('spokesman', 'reggie', 'borges'), ('reggie', 'borges', 'told'), ('borges', 'told', 'washington'), ('told', 'washington', 'post')]",0.0,0.0,neutral,objective
"[('woman', 'firing', 'gun'), ('firing', 'gun', '12th'), ('gun', '12th', 'avenue'), ('12th', 'avenue', 'south'), ('avenue', 'south', 'south'), ('south', 'south', 'jackson'), ('south', 'jackson', 'street'), ('jackson', 'street', 'around'), ('street', 'around', '8'), ('around', '8', 'p'), ('8', 'p', 'assistant'), ('p', 'assistant', 'chief'), ('assistant', 'chief', 'adrian'), ('chief', 'adrian', 'diaz')]",0.0,0.0,neutral,objective
"[('ap', 'newly', 'released'), ('newly', 'released', 'body'), ('released', 'body', 'camera'), ('body', 'camera', 'video'), ('camera', 'video', 'show'), ('video', 'show', 'opened'), ('show', 'opened', 'fire'), ('opened', 'fire', 'woman'), ('fire', 'woman', 'chinatown'), ('woman', 'chinatown', 'international'), ('chinatown', 'international', 'district'), ('international', 'district', 'gun'), ('district', 'gun', 'fly')]",0.1787878787878788,0.3015151515151515,positive,objective
"[('looking', 'suspect', 'caught'), ('suspect', 'caught', 'camera'), ('caught', 'camera', 'stealing'), ('camera', 'stealing', 'bike'), ('stealing', 'bike', 'bike'), ('bike', 'bike', 'shop')]",0.0,0.0,neutral,objective
"[('los', 'angeles', 'gerry'), ('angeles', 'gerry', 'dean'), ('gerry', 'dean', 'zaragoza'), ('dean', 'zaragoza', '26'), ('zaragoza', '26', 'first'), ('26', 'first', 'shot'), ('first', 'shot', 'father'), ('shot', 'father', 'mother'), ('father', 'mother', 'brother'), ('mother', 'brother', 'home'), ('brother', 'home', 'canoga'), ('home', 'canoga', 'park'), ('canoga', 'park', 'middle'), ('park', 'middle', 'night')]",0.15,0.2,positive,objective
"[('left', 'scrambling', 'weekend'), ('scrambling', 'weekend', 'crime'), ('weekend', 'crime', 'spree'), ('crime', 'spree', 'one'), ('spree', 'one', 'man'), ('one', 'man', 'critical'), ('man', 'critical', 'condition'), ('critical', 'condition', 'woman'), ('condition', 'woman', 'stabbed')]",0.0,0.6000000000000001,neutral,subjective
"[('28', 'year', 'old'), ('year', 'old', 'man'), ('old', 'man', 'arrest'), ('man', 'arrest', 'allegedly'), ('arrest', 'allegedly', 'attacking'), ('allegedly', 'attacking', 'two'), ('attacking', 'two', 'people'), ('two', 'people', 'random'), ('people', 'random', 'stranger'), ('random', 'stranger', 'near'), ('stranger', 'near', '2nd'), ('near', '2nd', 'ave'), ('2nd', 'ave', 'seneca'), ('ave', 'seneca', 'according'), ('seneca', 'according', 'report')]",-0.07352941176470586,0.20588235294117643,negative,objective
"[('arrested', '25', 'year'), ('25', 'year', 'old'), ('year', 'old', 'man'), ('old', 'man', 'june'), ('man', 'june', '2nd'), ('june', '2nd', 'added'), ('2nd', 'added', '1'), ('added', '1', '27'), ('1', '27', 'pm'), ('27', 'pm', 'asked'), ('pm', 'asked', 'followup'), ('asked', 'followup', 'question'), ('followup', 'question', 'found'), ('question', 'found', 'suspect'), ('found', 'suspect', 'det')]",0.05000000000000001,0.10000000000000002,negative,objective
"[('agency', 'join', 'company'), ('join', 'company', 'known'), ('company', 'known', 'ring'), ('known', 'ring', 'trish'), ('ring', 'trish', 'heitman'), ('trish', 'heitman', 'community'), ('heitman', 'community', 'outreach'), ('community', 'outreach', 'specialist'), ('outreach', 'specialist', 'city')]",0.0,0.0,neutral,objective
"[('port', 'angeles', 'fire'), ('angeles', 'fire', 'working'), ('fire', 'working', 'case'), ('working', 'case', 'washington'), ('case', 'washington', 'state'), ('washington', 'state', 'patrol'), ('state', 'patrol', 'crime'), ('patrol', 'crime', 'scene'), ('crime', 'scene', 'response'), ('scene', 'response', 'team'), ('response', 'team', 'bureau'), ('team', 'bureau', 'alcohol')]",0.0,0.0,neutral,objective
"[('kevin', 'haistings', 'harbor'), ('haistings', 'harbor', 'patrol'), ('harbor', 'patrol', 'say'), ('patrol', 'say', 'people'), ('say', 'people', 'shocked'), ('people', 'shocked', 'life'), ('shocked', 'life', 'jacket'), ('life', 'jacket', 'requirement'), ('jacket', 'requirement', 'say'), ('requirement', 'say', 'wearing'), ('say', 'wearing', 'life')]",-0.6999999999999998,0.8000000000000002,negative,subjective
"[('woman', 'answering', 'phone'), ('answering', 'phone', 'southaven'), ('phone', 'southaven', 'tuesday'), ('southaven', 'tuesday', 'morning'), ('tuesday', 'morning', 'ongoing'), ('morning', 'ongoing', 'emergency'), ('ongoing', 'emergency', 'one'), ('emergency', 'one', 'available'), ('one', 'available', 'provide')]",0.4,0.4,positive,objective
"[('information', 'becomes', 'available'), ('becomes', 'available', 'dept'), ('available', 'dept', 'seattlepd'), ('dept', 'seattlepd', 'july'), ('seattlepd', 'july', '10'), ('july', '10', '2019'), ('10', '2019', 'parkshore'), ('2019', 'parkshore', 'provided'), ('parkshore', 'provided', 'kiro'), ('provided', 'kiro', '7'), ('kiro', '7', 'statement')]",0.4000000000000001,0.4000000000000001,positive,objective
"[('detective', 'seized', '13'), ('seized', '13', 'pound'), ('13', 'pound', 'meth'), ('pound', 'meth', 'large'), ('meth', 'large', 'quantity'), ('large', 'quantity', 'heroin'), ('quantity', 'heroin', 'oxycodone'), ('heroin', 'oxycodone', 'following'), ('oxycodone', 'following', 'narcotic')]",0.12857142857142856,0.29714285714285715,positive,objective
"[('later', 'tuesday', 'mcleod'), ('tuesday', 'mcleod', 'schmegelsky'), ('mcleod', 'schmegelsky', 'may'), ('schmegelsky', 'may', 'east'), ('may', 'east', 'son'), ('east', 'son', 'chief'), ('son', 'chief', 'inspector'), ('chief', 'inspector', 'new'), ('inspector', 'new', 'south'), ('new', 'south', 'wale')]",0.10227272727272727,0.3409090909090909,positive,objective
"[('earlier', 'week', 'chief'), ('week', 'chief', 'carmen'), ('chief', 'carmen', 'best'), ('carmen', 'best', 'took'), ('best', 'took', 'rare'), ('took', 'rare', 'political'), ('rare', 'political', 'stand'), ('political', 'stand', 'confirming'), ('stand', 'confirming', 'wilson'), ('confirming', 'wilson', 'jumped'), ('wilson', 'jumped', 'new'), ('jumped', 'new', 'orleans')]",0.3477272727272727,0.44242424242424233,positive,objective
"[('douglas', 'county', 'district'), ('county', 'district', 'judge'), ('district', 'judge', 'jim'), ('judge', 'jim', 'masteller'), ('jim', 'masteller', 'wrote'), ('masteller', 'wrote', 'thursday'), ('wrote', 'thursday', 'ruling'), ('thursday', 'ruling', 'omaha'), ('ruling', 'omaha', 'acted'), ('omaha', 'acted', 'reasonably'), ('acted', 'reasonably', 'fatally')]",0.2,0.6,positive,subjective
"[('released', 'body', 'camera'), ('body', 'camera', 'footage'), ('camera', 'footage', 'friday'), ('footage', 'friday', 'night'), ('friday', 'night', 'showing'), ('night', 'showing', 'two'), ('showing', 'two', 'ordering'), ('two', 'ordering', 'woman'), ('ordering', 'woman', 'chinatown'), ('woman', 'chinatown', 'international'), ('chinatown', 'international', 'district'), ('international', 'district', 'week'), ('district', 'week', 'stop')]",0.0,0.0,neutral,objective
"[('conducted', 'drug', 'emphasis'), ('drug', 'emphasis', 'patrol'), ('emphasis', 'patrol', 'along'), ('patrol', 'along', '3rd'), ('along', '3rd', 'avenue'), ('3rd', 'avenue', 'turned'), ('avenue', 'turned', 'associated'), ('turned', 'associated', 'one'), ('associated', 'one', 'drug'), ('one', 'drug', 'arrest'), ('drug', 'arrest', 'according'), ('arrest', 'according', 'blotter')]",-0.025000000000000005,0.0,negative,objective
"[('despite', 'release', 'report'), ('release', 'report', 'investigation'), ('report', 'investigation', 'caused'), ('investigation', 'caused', 'crane'), ('caused', 'crane', 'fall'), ('crane', 'fall', 'continues'), ('fall', 'continues', 'state'), ('continues', 'state', 'federal'), ('state', 'federal', 'level'), ('federal', 'level', 'deadly')]",-0.2,0.4,negative,objective
"[('west', 'precinct', 'community'), ('precinct', 'community', 'team'), ('community', 'team', 'presented'), ('team', 'presented', 'nora'), ('presented', 'nora', 'chan'), ('nora', 'chan', '2019'), ('chan', '2019', 'outstanding'), ('2019', 'outstanding', 'citizen'), ('outstanding', 'citizen', 'award'), ('citizen', 'award', 'july'), ('award', 'july', '11')]",0.5,0.875,positive,subjective
"[('could', 'pick', 'spot'), ('pick', 'spot', 'downtown'), ('spot', 'downtown', 'gritty'), ('downtown', 'gritty', 'gilded'), ('gritty', 'gilded', 'collide'), ('gilded', 'collide', 'try'), ('collide', 'try', 'measure'), ('try', 'measure', 'perception')]",0.0,0.75,neutral,subjective
"[('network', 'area', 'church'), ('area', 'church', 'synagogue'), ('church', 'synagogue', 'rallied'), ('synagogue', 'rallied', 'behind'), ('rallied', 'behind', 'roble'), ('behind', 'roble', 'lakewood'), ('roble', 'lakewood', 'investigated'), ('lakewood', 'investigated', 'crime'), ('investigated', 'crime', 'potentially')]",-0.30000000000000004,0.7749999999999999,negative,subjective
"[('three', 'city', 'council'), ('city', 'council', 'member'), ('council', 'member', 'sent'), ('member', 'sent', 'sharply'), ('sent', 'sharply', 'worded'), ('sharply', 'worded', 'letter'), ('worded', 'letter', 'mayor'), ('letter', 'mayor', 'jenny'), ('mayor', 'jenny', 'durkan'), ('jenny', 'durkan', 'power'), ('durkan', 'power', 'office'), ('power', 'office', 'accountability')]",-0.125,0.75,negative,subjective
"[('two', 'arrested', 'eluding'), ('arrested', 'eluding', 'though'), ('eluding', 'though', 'say'), ('though', 'say', 'charge'), ('say', 'charge', 'could'), ('charge', 'could', 'upgraded'), ('could', 'upgraded', 'burglary'), ('upgraded', 'burglary', 'point'), ('burglary', 'point', 'appears')]",0.0,0.0,neutral,objective
"[('man', 'found', 'dead'), ('found', 'dead', 'street'), ('dead', 'street', 'university'), ('street', 'university', 'district'), ('university', 'district', 'asked'), ('district', 'asked', 'contact'), ('asked', 'contact', 'tip'), ('contact', 'tip', 'line'), ('tip', 'line', '206'), ('line', '206', '233'), ('206', '233', '5000')]",-0.20000000000000004,0.4000000000000001,negative,objective
"[('appreciate', 'worked', 'hard'), ('worked', 'hard', 'investigation'), ('hard', 'investigation', 'taking'), ('investigation', 'taking', 'extraordinary'), ('taking', 'extraordinary', 'measure'), ('extraordinary', 'measure', 'identify'), ('measure', 'identify', 'previously'), ('identify', 'previously', 'unknown')]",-0.017708333333333347,0.6739583333333333,negative,subjective
"[('4', 'golden', 'garden'), ('golden', 'garden', 'park'), ('garden', 'park', '3'), ('park', '3', '7'), ('3', '7', 'p'), ('7', 'p', 'cox'), ('p', 'cox', 'medium'), ('cox', 'medium', 'group'), ('medium', 'group', 'forecast'), ('group', 'forecast', 'meteorologist'), ('forecast', 'meteorologist', 'claire')]",0.3,0.5,positive,subjective
"[('crime', 'tape', 'still'), ('tape', 'still', 'line'), ('still', 'line', 'cal'), ('line', 'cal', 'anderson'), ('cal', 'anderson', 'park'), ('anderson', 'park', 'capitol'), ('park', 'capitol', 'hill'), ('capitol', 'hill', 'woman'), ('hill', 'woman', 'stabbed'), ('woman', 'stabbed', 'chest'), ('stabbed', 'chest', 'according')]",0.0,0.0,neutral,objective
"[('king', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'conduct'), ('office', 'conduct', 'ois'), ('conduct', 'ois', 'investigation'), ('ois', 'investigation', 'request'), ('investigation', 'request', 'normandy'), ('request', 'normandy', 'park')]",0.0,0.0,neutral,objective
"[('recovered', 'knife', 'morisette'), ('knife', 'morisette', 'clothing'), ('morisette', 'clothing', 'morisette'), ('clothing', 'morisette', 'charged'), ('morisette', 'charged', 'thursday'), ('charged', 'thursday', 'one'), ('thursday', 'one', 'count'), ('one', 'count', 'first'), ('count', 'first', 'degree'), ('first', 'degree', 'assault'), ('degree', 'assault', 'two'), ('assault', 'two', 'count'), ('two', 'count', 'second'), ('count', 'second', 'degree')]",0.15,0.2,positive,objective
"[('due', 'patrol', 'response'), ('patrol', 'response', 'able'), ('response', 'able', 'answer'), ('able', 'answer', 'question'), ('answer', 'question', 'needed'), ('question', 'needed', 'determine'), ('needed', 'determine', 'appropriate'), ('determine', 'appropriate', 'charge')]",0.3958333333333333,0.5416666666666666,positive,subjective
"[('lawsuit', 'also', 'name'), ('also', 'name', 'fork'), ('name', 'fork', 'family'), ('fork', 'family', 'attorney'), ('family', 'attorney', 'daniel'), ('attorney', 'daniel', 'delue'), ('daniel', 'delue', 'timothy'), ('delue', 'timothy', 'allen'), ('timothy', 'allen', 'claim'), ('allen', 'claim', 'kept'), ('claim', 'kept', 'gentry')]",0.0,0.0,neutral,objective
"[('month', 'long', 'process'), ('long', 'process', 'involves'), ('process', 'involves', 'city'), ('involves', 'city', 'state'), ('city', 'state', 'transportation'), ('state', 'transportation', 'official'), ('transportation', 'official', 'reviewing'), ('official', 'reviewing', 'analyzing'), ('reviewing', 'analyzing', 'report')]",-0.05,0.4,negative,objective
